'Row_Id','AÃ‘O','DEPARTAMENTO','GENERO','CANTIDAD'
1,19,2,1,19670
2,19,3,1,71409
3,19,4,1,14517
4,19,5,1,11031
5,19,6,1,9101
6,19,7,1,3049
7,19,8,1,9618
8,19,9,1,7408
9,19,10,1,11639
10,19,11,1,14126
11,19,12,1,1650
12,19,13,1,10295
13,19,14,1,4774
14,19,15,1,8482
15,19,16,1,7068
16,19,17,1,10242
17,19,18,1,11786
18,19,19,1,4849
19,19,20,1,8499
20,19,21,1,17871
21,19,22,1,5506
22,19,23,1,13184
23,19,24,1,33199
24,19,25,1,2710
25,19,26,1,2377
26,19,27,1,1641
27,19,28,1,583
28,19,29,1,625
29,19,30,1,248
30,19,31,1,658
31,19,32,1,159
32,19,33,1,406
33,19,1,2,48767
34,19,2,2,18710
35,19,3,2,67867
36,19,4,2,13680
37,19,5,2,10823
38,19,6,2,8747
39,19,7,2,2799
40,19,8,2,9385
41,19,9,2,6867
42,19,10,2,10922
43,19,11,2,13464
44,19,12,2,1516
45,19,13,2,9817
46,19,14,2,4622
47,19,15,2,8055
48,19,16,2,6391
49,19,17,2,9816
50,19,18,2,11003
51,19,19,2,4725
52,19,20,2,8043
53,19,21,2,17348
54,19,22,2,5141
55,19,23,2,12500
56,19,24,2,31894
57,19,25,2,2500
58,19,26,2,2233
59,19,27,2,1555
60,19,28,2,537
61,19,29,2,539
62,19,30,2,218
63,19,31,2,602
64,19,32,2,139
65,19,33,2,381
66,20,2,1,21884
67,20,3,1,67891
68,20,4,1,15941
69,20,5,1,11904
70,20,6,1,8816
71,20,7,1,3536
72,20,8,1,9379
73,20,9,1,8036
74,20,10,1,12505
75,20,11,1,15107
76,20,12,1,1938
77,20,13,1,11464
78,20,14,1,5196
79,20,15,1,8925
80,20,16,1,7650
81,20,17,1,9876
82,20,18,1,12710
83,20,19,1,4711
84,20,20,1,8183
85,20,21,1,18610
86,20,22,1,6626
87,20,23,1,14023
88,20,24,1,33942
89,20,25,1,2698
90,20,26,1,3054
91,20,27,1,2101
92,20,28,1,578
93,20,29,1,584
94,20,30,1,241
95,20,31,1,750
96,20,32,1,289
97,20,33,1,484
98,20,1,2,49949
99,20,2,2,20471
100,20,3,2,64985
101,20,4,2,15407
102,20,5,2,11227
103,20,6,2,8383
104,20,7,2,3196
105,20,8,2,9123
106,20,9,2,7767
107,20,10,2,12076
108,20,11,2,14500
109,20,12,2,1861
110,20,13,2,11190
111,20,14,2,4704
112,20,15,2,8406
113,20,16,2,7086
114,20,17,2,9432
115,20,18,2,11887
116,20,19,2,4477
117,20,20,2,7620
118,20,21,2,17791
119,20,22,2,6231
120,20,23,2,13603
121,20,24,2,31947
122,20,25,2,2636
123,20,26,2,2798
124,20,27,2,2107
125,20,28,2,479
126,20,29,2,557
127,20,30,2,210
128,20,31,2,719
129,20,32,2,292
130,20,33,2,471
131,21,2,1,22694
132,21,3,1,67821
133,21,4,1,16657
134,21,5,1,11814
135,21,6,1,8457
136,21,7,1,3687
137,21,8,1,8650
138,21,9,1,9214
139,21,10,1,13183
140,21,11,1,15803
141,21,12,1,2124
142,21,13,1,11284
143,21,14,1,4880
144,21,15,1,9132
145,21,16,1,7645
146,21,17,1,10462
147,21,18,1,12460
148,21,19,1,5032
149,21,20,1,8100
150,21,21,1,18958
151,21,22,1,6822
152,21,23,1,13481
153,21,24,1,34660
154,21,25,1,2799
155,21,26,1,2964
156,21,27,1,2197
157,21,28,1,529
158,21,29,1,694
159,21,30,1,319
160,21,31,1,803
161,21,32,1,322
162,21,33,1,552
163,21,1,2,50332
164,21,2,2,21232
165,21,3,2,63349
166,21,4,2,15817
167,21,5,2,11256
168,21,6,2,8133
169,21,7,2,3471
170,21,8,2,8251
171,21,9,2,8616
172,21,10,2,12534
173,21,11,2,14910
174,21,12,2,1998
175,21,13,2,10635
176,21,14,2,4587
177,21,15,2,8602
178,21,16,2,7042
179,21,17,2,10100
180,21,18,2,12006
181,21,19,2,4826
182,21,20,2,7784
183,21,21,2,17977
184,21,22,2,6309
185,21,23,2,12767
186,21,24,2,33006
187,21,25,2,2574
188,21,26,2,2747
189,21,27,2,2132
190,21,28,2,489
191,21,29,2,597
192,21,30,2,308
193,21,31,2,700
194,21,32,2,297
195,21,33,2,430
196,22,2,1,20916
197,22,3,1,65636
198,22,4,1,14769
199,22,5,1,11583
200,22,6,1,8155
201,22,7,1,3603
202,22,8,1,8459
203,22,9,1,9635
204,22,10,1,12385
205,22,11,1,15044
206,22,12,1,2106
207,22,13,1,11276
208,22,14,1,5107
209,22,15,1,8740
210,22,16,1,7697
211,22,17,1,10480
212,22,18,1,11735
213,22,19,1,5014
214,22,20,1,7699
215,22,21,1,18103
216,22,22,1,6958
217,22,23,1,13111
218,22,24,1,32063
219,22,25,1,2671
220,22,26,1,2923
221,22,27,1,2380
222,22,28,1,466
223,22,29,1,702
224,22,30,1,278
225,22,31,1,800
226,22,32,1,282
227,22,33,1,452
228,22,1,2,48299
229,22,2,2,19455
230,22,3,2,62158
231,22,4,2,14209
232,22,5,2,10798
233,22,6,2,7747
234,22,7,2,3242
235,22,8,2,8160
236,22,9,2,8915
237,22,10,2,11685
238,22,11,2,14635
239,22,12,2,1984
240,22,13,2,10779
241,22,14,2,4818
242,22,15,2,8284
243,22,16,2,7255
244,22,17,2,10214
245,22,18,2,11147
246,22,19,2,4681
247,22,20,2,7379
248,22,21,2,16917
249,22,22,2,6638
250,22,23,2,12521
251,22,24,2,29946
252,22,25,2,2659
253,22,26,2,2810
254,22,27,2,2316
255,22,28,2,466
256,22,29,2,633
257,22,30,2,289
258,22,31,2,741
259,22,32,2,287
260,22,33,2,406
261,23,2,1,21270
262,23,3,1,63284
263,23,4,1,15235
264,23,5,1,10839
265,23,6,1,7872
266,23,7,1,3283
267,23,8,1,7995
268,23,9,1,9604
269,23,10,1,12007
270,23,11,1,14318
271,23,12,1,2191
272,23,13,1,11183
273,23,14,1,5239
274,23,15,1,8983
275,23,16,1,7380
276,23,17,1,10481
277,23,18,1,11235
278,23,19,1,4579
279,23,20,1,7375
280,23,21,1,17061
281,23,22,1,6685
282,23,23,1,12024
283,23,24,1,30360
284,23,25,1,2661
285,23,26,1,2781
286,23,27,1,2434
287,23,28,1,497
288,23,29,1,730
289,23,30,1,245
290,23,31,1,727
291,23,32,1,226
292,23,33,1,369
293,23,1,2,45637
294,23,2,2,19979
295,23,3,2,61046
296,23,4,2,14109
297,23,5,2,10412
298,23,6,2,7512
299,23,7,2,2985
300,23,8,2,7842
301,23,9,2,8846
302,23,10,2,11027
303,23,11,2,13703
304,23,12,2,2031
305,23,13,2,10557
306,23,14,2,5030
307,23,15,2,8792
308,23,16,2,7025
309,23,17,2,9797
310,23,18,2,10712
311,23,19,2,4258
312,23,20,2,6997
313,23,21,2,15990
314,23,22,2,6628
315,23,23,2,11207
316,23,24,2,29003
317,23,25,2,2431
318,23,26,2,2691
319,23,27,2,2240
320,23,28,2,483
321,23,29,2,674
322,23,30,2,268
323,23,31,2,625
324,23,32,2,258
325,23,33,2,345
326,24,2,1,21630
327,24,3,1,63149
328,24,4,1,15968
329,24,5,1,10636
330,24,6,1,7740
331,24,7,1,3477
332,24,8,1,8493
333,24,9,1,10393
334,24,10,1,11453
335,24,11,1,12080
336,24,12,1,2325
337,24,13,1,11287
338,24,14,1,5160
339,24,15,1,10721
340,24,16,1,8043
341,24,17,1,11276
342,24,18,1,11484
343,24,19,1,4394
344,24,20,1,7374
345,24,21,1,17250
346,24,22,1,6861
347,24,23,1,12108
348,24,24,1,32016
349,24,25,1,2735
350,24,26,1,2847
351,24,27,1,2612
352,24,28,1,520
353,24,29,1,704
354,24,30,1,279
355,24,31,1,831
356,24,32,1,251
357,24,33,1,366
358,24,1,2,45693
359,24,2,2,20677
360,24,3,2,59888
361,24,4,2,14963
362,24,5,2,10257
363,24,6,2,7587
364,24,7,2,3081
365,24,8,2,7879
366,24,9,2,9787
367,24,10,2,10846
368,24,11,2,11385
369,24,12,2,2227
370,24,13,2,10815
371,24,14,2,4923
372,24,15,2,10275
373,24,16,2,7583
374,24,17,2,10606
375,24,18,2,10761
376,24,19,2,4017
377,24,20,2,7011
378,24,21,2,16916
379,24,22,2,6502
380,24,23,2,11434
381,24,24,2,30112
382,24,25,2,2544
383,24,26,2,2761
384,24,27,2,2474
385,24,28,2,461
386,24,29,2,703
387,24,30,2,261
388,24,31,2,792
389,24,32,2,259
390,24,33,2,315
391,25,2,1,21255
392,25,3,1,63223
393,25,4,1,15218
394,25,5,1,10731
395,25,6,1,7667
396,25,7,1,3642
397,25,8,1,8584
398,25,9,1,10761
399,25,10,1,13608
400,25,11,1,14250
401,25,12,1,2443
402,25,13,1,11021
403,25,14,1,5190
404,25,15,1,11351
405,25,16,1,8213
406,25,17,1,11717
407,25,18,1,11104
408,25,19,1,4261
409,25,20,1,7180
410,25,21,1,18272
411,25,22,1,7322
412,25,23,1,11757
413,25,24,1,33143
414,25,25,1,2622
415,25,26,1,2816
416,25,27,1,2458
417,25,28,1,456
418,25,29,1,784
419,25,30,1,259
420,25,31,1,855
421,25,32,1,288
422,25,33,1,252
423,25,1,2,46623
424,25,2,2,20576
425,25,3,2,59666
426,25,4,2,14378
427,25,5,2,9977
428,25,6,2,7320
429,25,7,2,3394
430,25,8,2,8324
431,25,9,2,10230
432,25,10,2,12727
433,25,11,2,13165
434,25,12,2,2446
435,25,13,2,10809
436,25,14,2,5023
437,25,15,2,10684
438,25,16,2,7799
439,25,17,2,11196
440,25,18,2,10210
441,25,19,2,3797
442,25,20,2,6636
443,25,21,2,16928
444,25,22,2,6917
445,25,23,2,11382
446,25,24,2,31245
447,25,25,2,2487
448,25,26,2,2680
449,25,27,2,2403
450,25,28,2,454
451,25,29,2,764
452,25,30,2,210
453,25,31,2,882
454,25,32,2,288
455,25,33,2,250
456,26,2,1,21502
457,26,3,1,62232
458,26,4,1,16192
459,26,5,1,10498
460,26,6,1,7297
461,26,7,1,3728
462,26,8,1,8527
463,26,9,1,10660
464,26,10,1,13949
465,26,11,1,14331
466,26,12,1,2458
467,26,13,1,10848
468,26,14,1,5764
469,26,15,1,10744
470,26,16,1,8410
471,26,17,1,12049
472,26,18,1,10922
473,26,19,1,3964
474,26,20,1,6646
475,26,21,1,17713
476,26,22,1,8043
477,26,23,1,11516
478,26,24,1,32766
479,26,25,1,2654
480,26,26,1,2980
481,26,27,1,2528
482,26,28,1,490
483,26,29,1,649
484,26,30,1,264
485,26,31,1,890
486,26,32,1,268
487,26,33,1,402
488,26,1,2,45876
489,26,2,2,19595
490,26,3,2,59238
491,26,4,2,14910
492,26,5,2,9971
493,26,6,2,6901
494,26,7,2,3499
495,26,8,2,8331
496,26,9,2,9833
497,26,10,2,13504
498,26,11,2,13538
499,26,12,2,2351
500,26,13,2,10272
501,26,14,2,5539
502,26,15,2,10237
503,26,16,2,7813
504,26,17,2,11437
505,26,18,2,10041
506,26,19,2,3770
507,26,20,2,6214
508,26,21,2,16552
509,26,22,2,7533
510,26,23,2,10906
511,26,24,2,30931
512,26,25,2,2439
513,26,26,2,2804
514,26,27,2,2519
515,26,28,2,441
516,26,29,2,645
517,26,30,2,256
518,26,31,2,839
519,26,32,2,280
520,26,33,2,325
521,27,2,1,21330
522,27,3,1,63659
523,27,4,1,16495
524,27,5,1,10172
525,27,6,1,6853
526,27,7,1,3674
527,27,8,1,8654
528,27,9,1,10706
529,27,10,1,12256
530,27,11,1,14189
531,27,12,1,2481
532,27,13,1,11014
533,27,14,1,6159
534,27,15,1,11106
535,27,16,1,7698
536,27,17,1,11443
537,27,18,1,11354
538,27,19,1,3700
539,27,20,1,6631
540,27,21,1,16929
541,27,22,1,7781
542,27,23,1,11100
543,27,24,1,32352
544,27,25,1,2811
545,27,26,1,3005
546,27,27,1,2563
547,27,28,1,440
548,27,29,1,502
549,27,30,1,275
550,27,31,1,650
551,27,32,1,301
552,27,33,1,228
553,27,1,2,45980
554,27,2,2,19999
555,27,3,2,59990
556,27,4,2,15310
557,27,5,2,9722
558,27,6,2,6652
559,27,7,2,3451
560,27,8,2,8232
561,27,9,2,10203
562,27,10,2,11628
563,27,11,2,13264
564,27,12,2,2370
565,27,13,2,10442
566,27,14,2,5921
567,27,15,2,10604
568,27,16,2,7233
569,27,17,2,10955
570,27,18,2,10776
571,27,19,2,3625
572,27,20,2,6231
573,27,21,2,16285
574,27,22,2,7385
575,27,23,2,10662
576,27,24,2,30714
577,27,25,2,2567
578,27,26,2,2868
579,27,27,2,2482
580,27,28,2,415
581,27,29,2,461
582,27,30,2,251
583,27,31,2,578
584,27,32,2,270
585,27,33,2,196
586,28,2,1,21140
587,28,3,1,65654
588,28,4,1,14882
589,28,5,1,9977
590,28,6,1,6888
591,28,7,1,3704
592,28,8,1,8038
593,28,9,1,10575
594,28,10,1,11423
595,28,11,1,14144
596,28,12,1,2652
597,28,13,1,11029
598,28,14,1,6155
599,28,15,1,11439
600,28,16,1,8089
601,28,17,1,11376
602,28,18,1,11136
603,28,19,1,3641
604,28,20,1,6880
605,28,21,1,16760
606,28,22,1,7792
607,28,23,1,10839
608,28,24,1,31916
609,28,25,1,2396
610,28,26,1,3170
611,28,27,1,2465
612,28,28,1,465
613,28,29,1,721
614,28,30,1,251
615,28,31,1,812
616,28,32,1,253
617,28,33,1,315
618,28,1,2,45188
619,28,2,2,19925
620,28,3,2,62062
621,28,4,2,14016
622,28,5,2,9619
623,28,6,2,6465
624,28,7,2,3560
625,28,8,2,7452
626,28,9,2,9887
627,28,10,2,10615
628,28,11,2,13649
629,28,12,2,2505
630,28,13,2,10374
631,28,14,2,5917
632,28,15,2,10748
633,28,16,2,7728
634,28,17,2,10930
635,28,18,2,10620
636,28,19,2,3451
637,28,20,2,6512
638,28,21,2,15825
639,28,22,2,7424
640,28,23,2,10137
641,28,24,2,30047
642,28,25,2,2230
643,28,26,2,3037
644,28,27,2,2300
645,28,28,2,435
646,28,29,2,668
647,28,30,2,245
648,28,31,2,745
649,28,32,2,259
650,28,33,2,326
651,29,2,1,21605
652,29,3,1,66445
653,29,4,1,15598
654,29,5,1,9892
655,29,6,1,6501
656,29,7,1,3819
657,29,8,1,8091
658,29,9,1,10965
659,29,10,1,13900
660,29,11,1,13793
661,29,12,1,2574
662,29,13,1,10775
663,29,14,1,6584
664,29,15,1,11774
665,29,16,1,8302
666,29,17,1,10932
667,29,18,1,11350
668,29,19,1,3532
669,29,20,1,6856
670,29,21,1,17093
671,29,22,1,8357
672,29,23,1,10715
673,29,24,1,32046
674,29,25,1,2468
675,29,26,1,3218
676,29,27,1,2290
677,29,28,1,432
678,29,29,1,716
679,29,30,1,312
680,29,31,1,825
681,29,32,1,350
682,29,33,1,406
683,29,1,2,43901
684,29,2,2,20605
685,29,3,2,62602
686,29,4,2,14221
687,29,5,2,9226
688,29,6,2,6253
689,29,7,2,3449
690,29,8,2,7506
691,29,9,2,10342
692,29,10,2,12829
693,29,11,2,13153
694,29,12,2,2539
695,29,13,2,10185
696,29,14,2,6055
697,29,15,2,10650
698,29,16,2,7829
699,29,17,2,10113
700,29,18,2,10336
701,29,19,2,3321
702,29,20,2,6221
703,29,21,2,16256
704,29,22,2,7860
705,29,23,2,10055
706,29,24,2,29837
707,29,25,2,2399
708,29,26,2,2980
709,29,27,2,2139
710,29,28,2,380
711,29,29,2,759
712,29,30,2,247
713,29,31,2,785
714,29,32,2,328
715,29,33,2,340
716,30,2,1,21079
717,30,3,1,64911
718,30,4,1,17995
719,30,5,1,9698
720,30,6,1,6043
721,30,7,1,3860
722,30,8,1,8034
723,30,9,1,10798
724,30,10,1,13630
725,30,11,1,13314
726,30,12,1,2591
727,30,13,1,10569
728,30,14,1,6508
729,30,15,1,11908
730,30,16,1,8232
731,30,17,1,10417
732,30,18,1,11282
733,30,19,1,3327
734,30,20,1,6391
735,30,21,1,16054
736,30,22,1,8276
737,30,23,1,10275
738,30,24,1,30966
739,30,25,1,2425
740,30,26,1,2639
741,30,27,1,2293
742,30,28,1,474
743,30,29,1,676
744,30,30,1,269
745,30,31,1,745
746,30,32,1,298
747,30,33,1,378
748,30,1,2,41799
749,30,2,2,19582
750,30,3,2,61948
751,30,4,2,16740
752,30,5,2,9033
753,30,6,2,5499
754,30,7,2,3591
755,30,8,2,7584
756,30,9,2,10183
757,30,10,2,12750
758,30,11,2,12653
759,30,12,2,2499
760,30,13,2,9636
761,30,14,2,6051
762,30,15,2,10884
763,30,16,2,7792
764,30,17,2,10148
765,30,18,2,10591
766,30,19,2,3364
767,30,20,2,6090
768,30,21,2,14895
769,30,22,2,7619
770,30,23,2,9541
771,30,24,2,29159
772,30,25,2,2298
773,30,26,2,2434
774,30,27,2,2148
775,30,28,2,407
776,30,29,2,660
777,30,30,2,295
778,30,31,2,706
779,30,32,2,277
780,30,33,2,341
781,31,2,1,18427
782,31,3,1,62127
783,31,4,1,15648
784,31,5,1,9049
785,31,6,1,5680
786,31,7,1,3796
787,31,8,1,7958
788,31,9,1,9773
789,31,10,1,12373
790,31,11,1,12644
791,31,12,1,2703
792,31,13,1,9753
793,31,14,1,6267
794,31,15,1,10949
795,31,16,1,8131
796,31,17,1,9717
797,31,18,1,10521
798,31,19,1,3245
799,31,20,1,6119
800,31,21,1,15773
801,31,22,1,7587
802,31,23,1,9476
803,31,24,1,28865
804,31,25,1,2297
805,31,26,1,3211
806,31,27,1,1989
807,31,28,1,427
808,31,29,1,699
809,31,30,1,283
810,31,31,1,738
811,31,32,1,299
812,31,33,1,393
813,31,1,2,37828
814,31,2,2,17353
815,31,3,2,59384
816,31,4,2,14380
817,31,5,2,8687
818,31,6,2,5270
819,31,7,2,3509
820,31,8,2,7388
821,31,9,2,9100
822,31,10,2,11808
823,31,11,2,12330
824,31,12,2,2462
825,31,13,2,9401
826,31,14,2,5906
827,31,15,2,10254
828,31,16,2,7554
829,31,17,2,9174
830,31,18,2,9776
831,31,19,2,3076
832,31,20,2,5876
833,31,21,2,14589
834,31,22,2,6792
835,31,23,2,9032
836,31,24,2,27096
837,31,25,2,2225
838,31,26,2,3009
839,31,27,2,1845
840,31,28,2,396
841,31,29,2,614
842,31,30,2,264
843,31,31,2,597
844,31,32,2,308
845,31,33,2,319
846,32,2,1,18189
847,32,3,1,60446
848,32,4,1,17435
849,32,5,1,8673
850,32,6,1,5390
851,32,7,1,3913
852,32,8,1,7709
853,32,9,1,10595
854,32,10,1,14737
855,32,11,1,12376
856,32,12,1,2820
857,32,13,1,10372
858,32,14,1,6627
859,32,15,1,11872
860,32,16,1,8144
861,32,17,1,9392
862,32,18,1,11026
863,32,19,1,3255
864,32,20,1,6261
865,32,21,1,16276
866,32,22,1,7982
867,32,23,1,9400
868,32,24,1,29342
869,32,25,1,2237
870,32,26,1,3131
871,32,27,1,2066
872,32,28,1,479
873,32,29,1,738
874,32,30,1,306
875,32,31,1,658
876,32,32,1,316
877,32,33,1,341
878,32,1,2,36879
879,32,2,2,17440
880,32,3,2,57691
881,32,4,2,16419
882,32,5,2,8544
883,32,6,2,5166
884,32,7,2,3624
885,32,8,2,7474
886,32,9,2,10060
887,32,10,2,14037
888,32,11,2,11502
